beir-docid	faiss-docid
6446747	4158
11255504	4159
167469018	4160
1032372	4161
3680979	4162
7343711	4163
8610932	4164
7915836	4165
4465762	4166
13244602	4167
20101846	4168
2078658	4169
36066871	4170
147107523	4171
5293024	4172
19661996	4173
25515662	4174
45096063	4175
72180760	4176
5409905	4177
7221410	4178
7447120	4179
9872468	4180
25536577	4181
27789588	4182
4380451	4183
16361581	4184
21323587	4185
24177706	4186
4530659	4187
6974477	4188
12337611	4189
12370881	4190
19005293	4191
40781557	4192
41233511	4193
14550841	4194
15981174	4195
42421723	4196
427865	4197
13956305	4198
25479072	4199
33499189	4200
11011905	4201
13001323	4202
13992047	4203
34905328	4204
44172171	4205
883747	4206
9687772	4207
27815697	4208
3090454	4209
3154880	4210
14874811	4211
16217855	4212
28738741	4213
26231129	4214
21307488	4215
42291761	4216
42489926	4217
13940200	4218
34604584	4219
432261	4220
5271210	4221
22317868	4222
25853741	4223
493346	4224
36540079	4225
41620295	4226
6944800	4227
35828148	4228
38747567	4229
11915280	4230
16208091	4231
43329366	4232
6277638	4233
7185591	4234
17333231	4235
17934082	4236
11020556	4237
21578627	4238
30221601	4239
36653415	4240
16488405	4241
16550075	4242
4422734	4243
6917133	4244
16962732	4245
21170174	4246
23897346	4247
40900567	4248
24069089	4249
36474	4250
16319097	4251
18998807	4252
40044800	4253
99829811	4254
195683603	4255
2919030	4256
4447785	4257
13955536	4258
17829012	4259
27693891	4260
2417551	4261
2587396	4262
8025177	4263
17768946	4264
45875990	4265
463309	4266
4424888	4267
10423989	4268
21561474	4269
41911192	4270
1389264	4271
38296571	4272
5867846	4273
17755060	4274
21369472	4275
22067786	4276
28206748	4277
16630060	4278
31166180	4279
1428830	4280
1568684	4281
16855829	4282
25483562	4283
29098525	4284
4254064	4285
7324039	4286
19138874	4287
145383432	4288
11336632	4289
40608679	4290
519974	4291
1605196	4292
2947540	4293
5289038	4294
7492250	4295
8536018	4296
12489130	4297
13494853	4298
14311986	4299
2947124	4300
4305576	4301
4920376	4302
9655347	4303
12130067	4304
37722384	4305
41161366	4306
2817000	4307
9142761	4308
12641252	4309
14753395	4310
14767844	4311
19922508	4312
25435456	4313
38023457	4314
13135544	4315
26735018	4316
8533245	4317
15907458	4318
16625620	4319
16963081	4320
19510470	4321
1388704	4322
12866641	4323
9154703	4324
12667988	4325
22820637	4326
25649545	4327
31933981	4328
35256900	4329
12779444	4330
17625068	4331
19004126	4332
11913139	4333
21012916	4334
26851674	4335
27127885	4336
7898952	4337
13221399	4338
19644821	4339
20649327	4340
30675656	4341
143381103	4342
46478393	4343
3155374	4344
13878124	4345
14479433	4346
15833835	4347
16728949	4348
5885376	4349
23389795	4350
8734695	4351
11048759	4352
95102458	4353
18358026	4354
27373088	4355
29347970	4356
29851836	4357
36025357	4358
40323148	4359
20372201	4360
28904104	4361
31543713	4362
612002	4363
8708082	4364
31624828	4365
44724517	4366
9696379	4367
23698769	4368
27709445	4369
4664540	4370
12880573	4371
24044977	4372
1744752	4373
10548391	4374
26702468	4375
36089763	4376
52893592	4377
2533768	4378
4435369	4379
6454371	4380
16287725	4381
51728753	4382
32720933	4383
35100235	4384
2374637	4385
6493422	4386
20568364	4387
2248870	4388
3981729	4389
7583161	4390
15559582	4391
28647122	4392
5144381	4393
19541444	4394
28107602	4395
46602807	4396
5927534	4397
19165076	4398
22401061	4399
23032247	4400
153755807	4401
6078882	4402
6947286	4403
37138639	4404
1259359	4405
27907205	4406
32665136	4407
2454002	4408
4421742	4409
18344910	4410
3360421	4411
15488881	4412
21272977	4413
21495419	4414
27274441	4415
13235609	4416
109795294	4417
7261402	4418
37297740	4419
19099739	4420
14225271	4421
19185192	4422
21535641	4423
86129154	4424
864491	4425
31272411	4426
35443524	4427
39758684	4428
20888849	4429
3038933	4430
4833016	4431
5991309	4432
12887068	4433
14584755	4434
24005548	4435
24276902	4436
35079452	4437
7645565	4438
26491450	4439
6559201	4440
10546779	4441
32922179	4442
33720691	4443
4340509	4444
4411655	4445
3559136	4446
2714623	4447
24731248	4448
19688024	4449
26532518	4450
40971746	4451
13870943	4452
15795880	4453
21185923	4454
10335603	4455
11532659	4456
32969964	4457
35651106	4458
13023410	4459
696006	4460
9160947	4461
9550981	4462
10765888	4463
21372171	4464
25365522	4465
26887439	4466
39763465	4467
41337677	4468
7151961	4469
21557055	4470
36618603	4471
1630949	4472
6896063	4473
11615242	4474
39559521	4475
406733	4476
9705208	4477
11250124	4478
34328964	4479
4345757	4480
5132461	4481
19974105	4482
13906892	4483
13949015	4484
26731863	4485
1322614	4486
3701541	4487
4270992	4488
25682129	4489
41293601	4490
2837758	4491
4841908	4492
9113824	4493
13726379	4494
19979816	4495
52176296	4496
1791714	4497
4231060	4498
5254741	4499
14240343	4500
2000038	4501
5108807	4502
6368017	4503
14893428	4504
20675284	4505
21855837	4506
4454788	4507
26751583	4508
34735369	4509
22210434	4510
37643601	4511
3903084	4512
18263406	4513
11141995	4514
22522432	4515
615047	4516
5567005	4517
13651792	4518
17223891	4519
24742375	4520
323030	4521
2883827	4522
26230669	4523
43602749	4524
5406411	4525
7260461	4526
3052642	4527
5798227	4528
8093935	4529
18834078	4530
3748310	4531
10017612	4532
20368353	4533
29321530	4534
34316341	4535
36831892	4536
3743071	4537
17050065	4538
38485364	4539
46816158	4540
117907685	4541
7837879	4542
12030318	4543
13245542	4544
23895668	4545
35467590	4546
56391045	4547
72372925	4548
1122198	4549
12652963	4550
36623997	4551
3896759	4552
12149169	4553
16461149	4554
36713289	4555
13923140	4556
18042803	4557
4346436	4558
10555591	4559
6296189	4560
18038955	4561
46926352	4562
4340358	4563
21932050	4564
2682251	4565
39128592	4566
3986403	4567
10039688	4568
20388894	4569
22703082	4570
30353437	4571
34254203	4572
12871281	4573
39048693	4574
2121272	4575
13757347	4576
1933281	4577
29459383	4578
34105878	4579
35022568	4580
46594244	4581
27077180	4582
10993232	4583
26873988	4584
28436879	4585
4320111	4586
7277084	4587
22444939	4588
6492658	4589
29634262	4590
13763195	4591
20524091	4592
26993601	4593
103007	4594
9257019	4595
461550	4596
26104554	4597
27995781	4598
28697248	4599
39863735	4600
40500723	4601
11527822	4602
13466517	4603
26561572	4604
15535511	4605
16389141	4606
29806339	4607
11360430	4608
22405338	4609
83308790	4610
29745822	4611
30122260	4612
10190778	4613
12705056	4614
37549932	4615
43419566	4616
3391547	4617
27049238	4618
40476126	4619
41782935	4620
46135768	4621
37248765	4622
3155731	4623
39326723	4624
41496215	4625
825728	4626
3893473	4627
14188138	4628
14492339	4629
39652608	4630
778436	4631
3112885	4632
9875570	4633
25085979	4634
2526777	4635
2613813	4636
9911547	4637
19583924	4638
38180456	4639
41982985	4640
946756	4641
19356271	4642
22174015	4643
2388819	4644
4353857	4645
11253758	4646
22973574	4647
27078065	4648
9317504	4649
23746332	4650
31324978	4651
39281166	4652
1387654	4653
1590744	4654
4662264	4655
35087728	4656
680949	4657
17081238	4658
3623127	4659
5921065	4660
7489663	4661
4429118	4662
25821556	4663
18747744	4664
21387297	4665
22937815	4666
306006	4667
11083121	4668
1227277	4669
5123516	4670
3098821	4671
5567223	4672
17544977	4673
23851261	4674
31387717	4675
44366096	4676
46765242	4677
2147704	4678
5760247	4679
6784372	4680
22190276	4681
790598	4682
32533299	4683
9977329	4684
23509113	4685
10029891	4686
153744	4687
4414481	4688
2423940	4689
20722510	4690
21320417	4691
36830715	4692
46202852	4693
79336156	4694
7399084	4695
12217662	4696
12966719	4697
32181055	4698
34982259	4699
35612665	4700
9056874	4701
13989491	4702
36345578	4703
70633421	4704
26735905	4705
28712203	4706
21909315	4707
22543403	4708
41707539	4709
2829179	4710
9161988	4711
15913433	4712
42865134	4713
6962472	4714
27453479	4715
35534019	4716
19485243	4717
20864487	4718
6401675	4719
33934971	4720
544971	4721
19565018	4722
3788528	4723
15685921	4724
32906513	4725
12737132	4726
13798951	4727
17917408	4728
23326722	4729
11475379	4730
16927286	4731
24746892	4732
19450341	4733
21425864	4734
32324430	4735
26182390	4736
8712839	4737
12892137	4738
19603353	4739
26105746	4740
36497180	4741
87986426	4742
3330111	4743
9881829	4744
38376189	4745
4343811	4746
26330861	4747
46248894	4748
6040392	4749
26973393	4750
31148090	4751
1848452	4752
7850867	4753
17676273	4754
10012166	4755
26672703	4756
38675228	4757
22264117	4758
41913714	4759
29073751	4760
32985041	4761
29785642	4762
33554389	4763
19770974	4764
28069701	4765
10474873	4766
32012666	4767
56893404	4768
3346812	4769
8979167	4770
20028729	4771
20758340	4772
1900152	4773
38127792	4774
13350374	4775
2613411	4776
34436231	4777
1871230	4778
8267678	4779
7583725	4780
29877890	4781
952111	4782
10354110	4783
90756514	4784
1398021	4785
13613916	4786
19313533	4787
40145839	4788
13614794	4789
16270577	4790
6079486	4791
1709625	4792
6108481	4793
11774598	4794
22328290	4795
20707861	4796
5253987	4797
20532591	4798
34034749	4799
40094786	4800
28542402	4801
36082224	4802
41811327	4803
61050894	4804
9559146	4805
24157077	4806
27240699	4807
9769310	4808
32742683	4809
41325555	4810
6876224	4811
8294009	4812
19419439	4813
26038789	4814
145716849	4815
4854076	4816
5519177	4817
11457219	4818
4561402	4819
14492964	4820
16693950	4821
21866916	4822
45414636	4823
1379127	4824
120626	4825
6264468	4826
11568270	4827
19149247	4828
1917068	4829
2619579	4830
16494316	4831
1967017	4832
3367829	4833
15830352	4834
26297042	4835
13277623	4836
37686718	4837
10605189	4838
1616661	4839
14924526	4840
22431418	4841
41120293	4842
82971616	4843
24466904	4844
38300781	4845
9483851	4846
11414664	4847
6903077	4848
20155713	4849
34537906	4850
1769799	4851
2042250	4852
45487164	4853
2722988	4854
34747208	4855
1922901	4856
13439128	4857
22551259	4858
45457778	4859
15493354	4860
22613657	4861
40382183	4862
42855554	4863
810480	4864
16691520	4865
38844612	4866
41314611	4867
23262027	4868
1886551	4869
30655442	4870
10650521	4871
20491205	4872
47018050	4873
3981613	4874
11233339	4875
35764259	4876
3222122	4877
6853699	4878
18041692	4879
21790313	4880
21948782	4881
5764562	4882
6712836	4883
154050141	4884
6559701	4885
12014458	4886
25950264	4887
7643848	4888
70439309	4889
13952658	4890
39381118	4891
46837626	4892
8318286	4893
11527199	4894
13450938	4895
20333864	4896
24554740	4897
28386343	4898
32450297	4899
92499	4900
34854444	4901
12440953	4902
24525112	4903
84379954	4904
21793890	4905
84784389	4906
14050257	4907
4363526	4908
45364685	4909
29224825	4910
502797	4911
6717533	4912
15868816	4913
22791348	4914
40212412	4915
5415832	4916
4256553	4917
19522248	4918
40754510	4919
15617300	4920
33127778	4921
24921368	4922
8670178	4923
2015126	4924
14083283	4925
31902335	4926
4784069	4927
9451684	4928
36799998	4929
8577229	4930
33986507	4931
37205685	4932
3315558	4933
7239105	4934
8227227	4935
17631671	4936
1320137	4937
18617259	4938
23237995	4939
28207326	4940
279052	4941
3588621	4942
21330280	4943
37249641	4944
226488	4945
15969637	4946
23351136	4947
306311	4948
9548440	4949
1967410	4950
7662206	4951
24790460	4952
41646286	4953
26952804	4954
76776022	4955
6503534	4956
19058822	4957
24282306	4958
4335599	4959
6910577	4960
8659426	4961
919007	4962
1649738	4963
13296399	4964
22843838	4965
2158500	4966
14831629	4967
22647695	4968
3851329	4969
9704467	4970
7968532	4971
14174055	4972
31715818	4973
8629328	4974
13790144	4975
33339202	4976
37207226	4977
8411251	4978
38533515	4979
12087063	4980
8300657	4981
10670430	4982
24700152	4983
29638116	4984
37822406	4985
2061878	4986
9063688	4987
26132041	4988
7838799	4989
8551160	4990
33911859	4991
7640058	4992
11887584	4993
29723642	4994
27162821	4995
6082738	4996
6729465	4997
10812605	4998
1067605	4999
21874414	5000
4429668	5001
16790253	5002
19511011	5003
39334724	5004
4423203	5005
31304956	5006
26456326	5007
5503194	5008
3591070	5009
41822527	5010
991137	5011
46153874	5012
10518721	5013
13580614	5014
37673301	5015
8446324	5016
12804937	5017
25938251	5018
27949347	5019
4343437	5020
33135135	5021
7514614	5022
21651116	5023
44801733	5024
9278263	5025
12787125	5026
2107238	5027
8690595	5028
17463469	5029
22428640	5030
6077214	5031
21179714	5032
6532806	5033
11481946	5034
17919731	5035
14075252	5036
27134931	5037
10976596	5038
21439293	5039
21746539	5040
23124332	5041
102662	5042
5339554	5043
11016788	5044
21874312	5045
94109411	5046
29183629	5047
29518440	5048
143868995	5049
7046487	5050
18568804	5051
13162391	5052
17195001	5053
22134353	5054
7929932	5055
31560225	5056
8721150	5057
1447990	5058
36889513	5059
42095718	5060
84580585	5061
46193388	5062
13636631	5063
13915464	5064
3506723	5065
28821565	5066
3468459	5067
42950029	5068
14128314	5069
32638085	5070
24825841	5071
14566771	5072
1283401	5073
5944514	5074
7074001	5075
17741440	5076
2274272	5077
10071590	5078
39462488	5079
28138927	5080
8185080	5081
37311371	5082
11666252	5083
24315156	5084
37949139	5085
30101891	5086
7268522	5087
14180217	5088
31962403	5089
46193478	5090
11822354	5091
25183830	5092
1544804	5093
44264297	5094
5403286	5095
32975424	5096
10326242	5097
37405449	5098
22545779	5099
5094468	5100
25602549	5101
2844897	5102
6923961	5103
23393712	5104
29399239	5105
19958277	5106
33904473	5107
120385993	5108
2739854	5109
5252837	5110
11710511	5111
10761515	5112
1958440	5113
23531592	5114
6544701	5115
34258065	5116
19293654	5117
9038803	5118
34378726	5119
1539159	5120
1624106	5121
17388232	5122
2352142	5123
11936877	5124
2762601	5125
16510361	5126
19882228	5127
19079491	5128
1583041	5129
18321590	5130
142559798	5131
30379039	5132
8202880	5133
33169058	5134
5236443	5135
31019903	5136
70490	5137
28264919	5138
32927401	5139
599582	5140
28338268	5141
1499964	5142
84085333	5143
5035851	5144
3353748	5145
2251426	5146
22057077	5147
43557480	5148
11661377	5149
29557235	5150
27587267	5151
39661951	5152
8210189	5153
2099400	5154
118215171	5155
45276789	5156
4283694	5157
21804115	5158
63858430	5159
8065561	5160
15153602	5161
20492020	5162
25516011	5163
70895396	5164
285794	5165
10536636	5166
17123657	5167
43427621	5168
84884645	5169
81498132	5170
29495185	5171
60206680	5172
38528892	5173
41781905	5174
87430549	5175
10743131	5176
43128141	5177
84244109	5178
20945963	5179
74701974	5180
80109277	5181
33989422	5182
